,id_hdv,vehi_rec,veh_type,veh_brand,veh_model,veh_year,veh_reg,veh_char,veh_val
640,0-126-1,2,MOTOCICLETA ,ZONG SHENG ,LINEAL ,2005 ,MG79432 ,COLOR ROJO ,2300.00 
641,0-126-2,1, , , , , , , 
642,0-126-3,1, , , , , , , 
643,0-127-1,1,MOTO LINEAL ,HONDA ,WAVE ,2015 ,3061-9S ,NEGRA/PR ,5308.00 
644,0-128-1,1,MOTOCICLETA ,HONDA ,XR125L ,2010 ,W7-2801 ,ROJO ,7000.00 
645,0-128-2,1, , , , , , , 
646,0-128-3,1, , , , , , , 
647,0-129-1,1,MOTOKAR ,MOTOKAR ,MC-125 ,1994 ,P54327 ,COLOR ROJO ,3000.00 
648,0-129-2,1, , , , , , , 
649,0-129-3,1, , , , , , , 
650,0-130-1,1,CAMIONETA ,MITSUBISHI ,GRANADA ,2004 ,BLU187 ,4X4 AZUL ,30000.00 
651,0-130-1,2,AUTO ,BMW ,525 ,2016 ,A20541 ,AZUL ,60000.00 
652,0-130-2,1,CAMIONETA ,CHERY ,TIGO ,2015 ,APG 543 ,BLANCO ,30000.00 
653,0-130-3,1,CAMIONETA ,AUDI ,Q7 ,2014 ,ADC628 ,CAMIONETA ,90000.00 
654,0-130-3,2,MOTOCICLETA ,HONDA ,CB1255 ,1988 ,MY50413 ,MOTOCICLETA ,500.00 
655,0-130-4,1,CAMIONETA ,KIA ,SOUL ,2014 ,AB2261 ,CAMIONETA ,52213.40 
656,0-130-5,1,CAMIONETA ,HYUNDAI ,TUCSON ,2015 ,F2C-473 ,4X4 ,55000.00 
657,0-130-5,2,CAMIONETA ,MITSUBICHI ,0 ,2016 ,R0M-340 ,4X4 ,30000.00 
658,0-130-6,1,CAMIONETA ,HONDA ,CRV ,2013 ,F5X-001 ,CAMIONETA ,77050.00 
659,0-130-7,1, , , , , , , 
660,0-130-8,1,CAMIONETA ,JEEP ,COMPANS ,2014 ,D7E410 ,COLOR NEGRO ,49000.00 
661,0-130-8,2,AUTO ,SUZUKI ,5X4 ,2010 ,BIF084 ,COLOR ROJO ,16000.00 
662,0-130-9,1, , , , , , , 
663,0-130-10,1, , , , , , , 
664,0-130-11,1,AUTOMOVIL ,KIA ,PICANTO ,2015 ,AMZ 472 ,PLOMO ,20770.00 
665,0-130-13,1,AUTOMOVIL ,DAEWOO ,ESPERO ,1993 ,B6H-315 ,COLOR ROJO ,12000.00 
666,0-130-14,1,AUTOMOVIL ,JAC ,A CLASS ,2013 ,F4M-352 ,GRIS ,15075.00 
667,0-130-15,1, , , , , , , 
668,0-130-16,1, , , , , , , 
669,0-130-18,1, , , , , , , 
670,0-130-19,1, , , , , , , 
671,0-130-20,1,AUTO ,MAZDA ,SEDAN ,2010 ,T1D079 ,GRIS OSCURO ,24000.00 
672,0-130-21,1,MOTO LINEAL ,HONDA ,CB 190 R ,2016 ,1877OD ,AZUL NOCHE ,8000.00 
673,0-130-21,2,MOTO LINEAL ,HONDA ,CB 300R ,2018 ,0693 TA ,NEGRO MATE ,12000.00 
674,0-130-22,1,CAMIONETA ,SUZUKI ,GRAND NOMADE ,2011 ,B4Q-491 ,NEGRO ,20000.00 
675,0-130-23,1, , , , , , , 
676,0-130-24,1,AUTOMOVIL ,SUZUKI ,GRAND NOMADE ,2009 ,A8J-315 ,181 ,24000.00 
677,0-130-24,2,MOTOCICLETA ,HARLEY DAVIDSON ,883 ,2010 ,9551-6C ,ROJO ,21000.00 
678,0-130-25,1,AUTOMOVIL ,HYUNDAI ,ELANTRA ,2015 ,AFU-666 ,X ,47000.00 
679,0-130-25,2,CAMIONETA ,TOYOTA ,AVANZA ,2018 ,BEA-247 ,X ,64000.00 
680,0-130-25,3,AUTOMOVIL ,TOYOTA ,ETIOS ,2018 ,BHF-203 ,X ,37000.00 
681,0-130-25,4,AUTOMOVIL ,TOYOTA ,ETIOS ,2018 ,BHF-315 ,X ,37000.00 
682,0-130-25,5,AUTO ,VOLWAGEN ,1200 ,1975 ,FI3740 ,NEGRO ,1000.00 
683,0-130-25,6,AUTO ,TOYOTA ,TERCEL ,1997 ,AIV674 ,ROJO ,1000.00 
684,0-130-25,7,AUTO ,X ,X ,2000 ,OO3375 ,X ,1000.00 
685,0-130-25,8,AUTO ,X ,X ,2000 ,FQ4598 ,X ,1000.00 
686,0-130-25,9,AUTO ,X ,X ,2001 ,AF5614 ,X ,1000.00 
687,0-130-25,10,AUTO ,X ,X ,2000 ,BI3153 ,X ,1000.00 
688,0-130-25,11,AUTO ,HYUNDAY ,ACCENT ,2012 ,D5Z355 ,X ,22000.00 
689,0-130-25,12,AUTO ,X ,X ,1999 ,DG2367 ,X ,1000.00 
690,0-130-25,13,AUTO ,X ,X ,2000 ,SI3584 ,X ,1000.00 
691,0-130-25,14,AUTO ,X ,X ,2001 ,AQ3396 ,X ,1000.00 
692,0-130-25,15,AUTO ,HYUNDAY ,ACCENT ,1997 ,AIS458 ,X ,1000.00 
693,0-130-25,16,AUTO ,X ,X ,2000 ,D5G253 ,X ,1000.00 
694,0-130-25,17,AUTO ,X ,X ,2001 ,LI5049 ,X ,1000.00 
695,0-130-25,18,AUTO ,X ,X ,2001 ,KO7039 ,X ,1000.00 
696,0-130-26,1, , , , , , , 
697,0-130-27,1, , , , , , , 
698,0-130-28,1,1 ,KIA ,SPORTAGE ,2015 ,ALQ-557 ,COLOR NEGRO/ 4X2 ,76000.00 
699,0-130-29,1, , , , , , , 
700,0-130-32,1, , , , , , , 
701,0-130-33,1, , , , , , , 
702,0-130-34,1,1 ,NISSAN ,CENTRA ,1983 ,ATV189 ,GASOLINERO ,6000.00 
703,0-130-35,1, , , , , , , 
704,0-130-36,1,AUTOMOVIL ,OPEL ,SEDAN ,2010 ,HG-5346 ,COLOR PLOMO ,8000.00 
705,0-130-36,2,MOTO ,NEXUS ,150CC ,2019 ,9131HA ,MOTO LINEAL ,5000.00 
706,0-131-1,1,CAMIONETA ,TOYOTA ,HILUX ,2016 ,MSW - 895 ,ROJO METALICO ,108125.00 
707,0-131-1,2,MOTO LINEAL ,HONDA ,XR - 150 ,2016 ,5361 - 95 ,ROJO ,8500.00 
708,0-131-2,1,AUTOMOVIL ,VOLVO ,850 GLT ,1996 ,T2V-395 ,SEDAN ,10000.00 
709,0-131-3,1,MOTO ,YAMAHA ,TII0 CRIYPTON ,2018 ,3320 - DS ,GRIS NEGRO ,5600.00 
710,0-131-3,2,MOTO ,HAIPEN ,110 ,2009 ,S 42041 ,AZUL ,4000.00 
711,0-131-4,1,MOTO ,LIFAN ,LF 110 - 26 H ,2018 ,2173 ,NEGRO ,4571.15 
712,0-131-4,2,MOTO ,HONDA ,GL 125 ,2014 ,3760 ,NEGRO ,5000.00 
713,0-132-1,1, , , , , , , 
714,0-132-2,1,CAMIONETA SUV ,KIA ,SORENTO ,2011 ,B8V168 ,SUV 4X4 ,39600.00 
715,0-132-2,2,CAMIONETA P/U ,RENAUL ,ALASKAN ,2019 ,AZS790 ,4X4 ,65023.34 
716,0-132-3,1, , , , , , , 
717,0-132-4,1,AUTO ,SUZUKI ,CELERIO ,2019 ,BJH 096 ,COLOR PLATA ,47215.00 
718,0-132-4,2,CAMIONETA ,SOUEAST ,DX3 ,2018 ,BDT 345 ,COLOR NARANJA ,62300.00 
719,0-132-4,3,MOTOTAXI ,BAJAJ ,TORITO ,2004 ,MG 49726 ,COLOR VERDE ,10000.00 
720,0-132-4,4,MOTO LINEAL ,ITALIKA ,DS150 ,2013 ,53771Y ,COLOR ROJO ,3000.00 
721,0-134-1,1, , , , , , , 
722,0-134-2,1, , , , , , , 
723,0-134-3,1, , , , , , , 
724,0-134-5,1, , , , , , , 
725,0-135-3,1,CARRO ,SSANGYONG ,MUSSO GOZEL ,1994 ,B1U245 ,AZUL PLATEADO ,9000.00 
726,0-135-3,2,CARRO ,KIA ,SPORTAGE ,1993 ,AEP431 ,GRIS ,3000.00 
727,0-135-3,3,CARRO ,HYUNDAI ,NEW TUCSON ,2015 ,AKI067 ,NEGRO ,25000.00 
728,0-135-4,1, , , , , , , 
729,0-135-6,1, , , , , , , 
730,0-135-7,1, , , , , , , 
731,0-135-8,1, , , , , , , 
732,0-135-9,1, , , , , , , 
733,0-135-10,1, , , , , , , 
734,0-135-11,1, , , , , , , 
735,0-135-12,1, , , , , , , 
736,0-135-14,1, , , , , , , 
737,0-135-16,1,MOTOCICLETA ,RONCO ,CLASSIC 150 ,2013 ,5459-3C ,ROJO ,2200.00 
738,0-135-17,1, , , , , , , 
739,0-135-18,1, , , , , , , 
740,0-135-20,1,AUTOMOVIL ,TOYOTA ,LITE ACE ,2002 ,A9D-824 ,BLANCO ,15000.00 
741,0-135-22,1, , , , , , , 
742,0-135-23,1,AUTO ,SUZUKI ,CELERIO ,2010 ,A4N-289 ,ROJO ,12000.00 
743,0-135-24,1, , , , , , , 
744,0-135-25,1, , , , , , , 
745,0-135-26,1, , , , , , , 
746,0-135-27,1, , , , , , , 
747,0-135-28,1,JS VEH AUTO MENOR ,BAJAJ TORITO ,RTM-150 6B ,2017 ,A33721 ,. ,13500.00 
748,0-135-28,2,MOTO LINEAL ,RTM 150 6B ,. ,2010 ,A33721 ,. ,2245.00 
749,0-135-29,1, , , , , , , 
750,0-135-30,1, , , , , , , 
751,0-135-31,1, , , , , , , 
752,0-135-32,1,MOTOCICLETA ,HONDA ,STORM ,2011 ,T21675 ,COLOR PLATA ,1500.00 
753,0-135-33,1,STATION WAGON ,MERCURY ,SABLE LS ,1989 ,A5H589 ,NEGRO ,15000.00 
754,0-135-33,2,AUTO ,HYUNDAI ,STELLAR ,1989 ,HO7175 ,NEGRO ,2000.00 
755,0-135-34,1, , , , , , , 
756,0-135-35,1, , , , , , , 
757,0-135-36,1,AUTO ,TOYOTA ,TERCEL ,1995 ,C2T427 ,COLOR AZUL METALICO ,15000.00 
758,0-135-36,2,MOTO LINEAL ,HONDA ,XL 200 ,2002 ,A22073 ,COLOR ROJO ,10000.00 
759,0-136-1,1, , , , , , , 
760,0-136-2,1, , , , , , , 
761,0-137-1,1,CAMIONETA ,HYUNDAI ,TUCSON ,2012 ,D8R-064 ,COLOR PLATA ,60000.00 
762,0-137-3,1, , , , , , , 
763,0-138-1,1, , , , , , , 
764,0-138-3,1,CAMIOTA ,HONDA ,CIVIC FERIO ,2000 ,AEI064 ,. ,10000.00 
765,0-138-4,1, , , , , , , 
766,0-139-1,1, , , , , , , 
767,0-139-2,1, , , , , , , 
768,0-139-3,1, , , , , , , 
769,0-139-5,1, , , , , , , 
770,0-139-6,1,1 ,SOUEAST MITSUBISHI ,DX3 ,2018 ,BEH-500 ,CAMIONETA SUV ,50000.00 
771,0-140-2,1, , , , , , , 
772,0-140-3,1, , , , , , , 
773,0-141-2,1, , , , , , , 
774,0-141-4,1,AUTO ,VOLKSWAGEN ,ESCARABAJO ,1975 ,AZB565 ,AZUL ,11550.00 
775,0-141-4,2,AUTO ,KIA ,RIO ,2011 ,BBA069 ,DORADO ,21450.00 
776,0-141-5,1, , , , , , , 
777,0-142-1,1,AUTOMOVIL ,NISSAN ,SENTRA ,2012 ,X1S351 ,COLOR ROJO METÁLICO ,14000.00 
778,0-142-1,2,MOTOCICLETA ,BAJAJ ,PULSAR ,2006 ,MV14731 ,COLOR ROJO ,3000.00 
779,0-142-2,1,MOTOCICLETA ,HONDA ,CGL 125 ,2010 ,X25809 ,COLOR AZUL ,2000.00 
780,0-142-3,1,MOTOCICLETA ,LINFAN ,LF125-7 ,2010 ,NG98025 ,COLOR NEGRO ,2000.00 
781,0-142-3,2,MOTOCICLETA ,ZONGSHEN ,ZS110 ,2010 ,66030C ,COLOR NEGRO ,1500.00 
782,0-143-1,1,CAMIONETA ,HYUNDAI ,TUCSON ,2014 ,X3C-006 ,COLOR NEGRO. ,72600.00 
783,0-143-2,1, , , , , , , 
784,0-143-3,1,AUTO ,TOYOTA ,YARIS ,2018 ,BDL-333 ,COLOR NEGRO MICA ,54120.00 
785,0-143-4,1,CAMIONETA RURAL ,KYA ,SPORTAGE - 2013 ,2013 ,X2L-121 ,COLOR ANARANJADO ,84454.22 
786,0-143-5,1, , , , , , , 
787,0-144-1,1, , , , , , , 
788,0-144-3,1, , , , , , , 
789,0-144-4,1, , , , , , , 
790,0-144-5,1, , , , , , , 
791,0-145-1,1,AUTOMOVIL ,VOLVO ,S40 ,2008 ,F8Q453 ,AUTOMOVIL ,25000.00 
792,0-145-1,2,AUTOMOVIL ,AUDI ,TT ,2004 ,A4B072 ,AUTOMOVIL ,35000.00 
793,0-145-1,3,MOTOCICLETA ,HONDA ,125 ,2012 ,V17958 ,MOTOCICLETA NEGRA ,3000.00 
794,0-145-1,4,MOTOCICLETA ,YAMAHA ,125 ,2013 ,28972V ,MOTOCICLETA AZUL ,3000.00 
795,0-145-1,5,MOTOCICLETA ,YAMAHA ,125 ,2013 ,28802V ,MOTOCICLETA AZUL ,3000.00 
796,0-145-1,6,CAMIONETA ,SW VOLKSWAGEN ,GOLD ,2012 ,V3Z142 ,COLOR ROJO ,20000.00 
797,0-145-2,1, , , , , , , 
798,0-145-3,1, , , , , , , 
799,0-145-4,1,AUTOMOVIL ,MAZDA 3 ,SEDAN ,2010 ,V2B197 ,AZUL ,32830.00 
800,0-145-5,1, , , , , , , 
801,0-146-1,1,CAMIONETA ,HONDA ,CRV ,2015 ,AJR283 ,AUTOMÁTICA ,52000.00 
802,0-146-1,2,CAMIONETA ,JEEP ,GRAND CHEROKEE ,2012 ,C0G165 ,AUTOMÁTICA ,60000.00 
803,0-146-1,3,CAMIONETA ,PEUGEOT ,406 ,1998 ,SGM909 ,AUTOMATICA ,6000.00 
804,0-146-1,4,MOTO ,CYCLER ,150CC ,2011 ,NG97361 ,PISTERA ,500.00 
805,0-146-2,1,CAMIONETA ,RENAULT ,DUSTER ,2017 ,BAL-517 ,. ,63980.82 
806,0-146-2,2,AUTO ,SUSUKI ,CELERIO ,2017 ,BBU-031 ,. ,35420.00 
807,0-146-2,3,AUTO ,VW ,ESCARABAJO ,1975 ,BHN-206 ,. ,3600.00 
808,0-146-2,4,AUTO ,FIAT ,850 ,1967 ,AJX-445 ,. ,4500.00 
809,0-146-3,1,CAMIONETA ,KIA ,SPORTAGE ,2016 ,AMJ-097 ,AUTOMATICA BLANCA ,67000.00 
810,0-146-3,2,AUTO ,MUSTANG ,FORD ,1997 ,DO4758 ,ROJO ,1675.00 
811,0-146-4,1, , , , , , , 
812,0-146-5,1,AUTOMOVIL ,TOYOTA ,CORONA ,1983 ,C2P388 ,SEDAN AZUL METALICO ,10000.00 
813,0-146-5,2,CAMIONETA SUV ,HONDA ,CRV ,2012 ,D5G458 ,NEGRO ,49000.00 
814,0-146-5,3,AUTOMOVIL ,MERCEDES BENZ ,190E ,1991 ,C2P384 ,BLANCO ,3300.00 
815,0-146-6,1,AUTO ,VOLKSWAGEN ,1300 ,1978 ,ASZ - 230 ,ROJO ,6000.00 
816,0-146-6,2,AUTO ,VOLKSWAGEN ,GOLD ,2017 ,AZP - 691 ,ROJO ,41250.00 
817,0-146-7,1,CAMIONETA ,SSANGYOUNG ,REXTON 2.9 TD AUT ,2009 ,RQV537 ,PLATA FINE ,122400.00 
818,0-146-7,2,AUTO ,VOLKSWAGEN ,1200 ,2010 ,F2Q081 ,AMARILLO ,0.00 
819,0-146-8,1,AUTO ,SUBARU ,IMPREZA ,2017 ,BAI 698 ,AZUL ,69010.00 
820,0-146-8,2,CAMIONETA ,HONDA ,CRV ,2017 ,AWU 555 ,NEGRO ,94805.00 
821,0-146-8,3,CAMIONETA ,HONDA ,CRV ,2008 ,ARJ 500 ,DORADA ,23450.00 
822,0-146-8,4,AUTO ,DAEWOO ,TICO ,1999 ,F7H329 ,AMARILLO ,500.00 
823,0-146-9,1,CAMIONETA ,CHERY ,TIGGO 5 ,2015 ,APD 563 ,MECÁNICO - NEGRO ,42000.00 
824,0-146-10,1,AUTOMOVIL ,BMW ,520 I ,2016 ,AUB 659 ,SEDAN PLOMO ,140700.00 
825,0-146-10,2,AUTOMOVIL ,VOLSWAGEN ,VOLSWAGEN ,1990 ,AI8658 ,DORADO POLICROMADO ,0.00 
826,0-146-11,1,AUTOMOVIL ,HYUNDAI ,ACCENT ,1998 ,A6K600 ,OPERATIVO ,13000.00 
827,0-146-12,1,AUTO ,HONDA ,CIVIC ,2013 ,F1M491 ,NEGRO CRYSTAL ,44200.00 
828,0-146-14,1, , , , , , , 
829,0-146-15,1,AUTOMOVIL ,MERCEDES BENZ ,C180 ,2018 ,BFM137 ,NEGRO ,126000.00 
830,0-146-15,2,MOTO ,SUZUKI ,SJ110D ,2005 ,MY88099 ,ROJA - VENDIDA PENDIENTE DE INSCRIPCIÓN ,1500.00 
831,0-146-16,1, , , , , , , 
832,0-146-17,1, , , , , , , 
833,0-146-18,1,AUTOMOVIL ,HONDA ,CIVIC ,2007 ,A9U 288 ,GRIS MAGNESIO ,29970.00 
834,0-146-18,2,AUTOMOVIL ,TOYOTA ,TERCEL ,1992 ,D7G 598 ,VERDE JADE ,13500.00 
835,0-146-19,1, , , , , , , 
836,0-146-20,1,AUTOMOVIL ,KIA ,RIO ,2010 ,B23246 ,COLOR ROJO ,21000.00 
837,0-146-21,1, , , , , , , 
838,0-146-22,1,AUTOMOVIL ,HYUNDAI ,ACCENT ,2012 ,C8J277 ,DORADO ,10000.00 
839,0-146-23,1,AUTO ,MERCEDES BENZ ,C240 ,1998 ,ADT343 ,NEGRO OBSIDIANA ,9500.00 
840,0-146-24,1, , , , , , , 
841,0-146-25,1,AUTO ,CHEVROLET ,CRUZE ,2010 ,B3M 398 ,COLOR ROJO ,24000.00 
842,0-146-25,2,AUTO ,NISSAN ,SENTRA ,2014 ,F5M 438 ,COLOR AZUL ,30000.00 
843,0-146-26,1,SI ,KIA ,RIO ,2013 ,FIN-151 ,COLOR PLACA BRILLANTE ,43000.00 
844,0-146-27,1,CAMION ,HYUNDAI ,PORTER ,1996 ,DOX850 ,CELESTE ,20000.00 
845,0-146-27,2,CAMIONETA ,CHEVROLET ,N300 ,2017 ,ASZ713 ,BLANCO ,25000.00 
846,0-146-27,3,CAMIONETA ,HYUNDAI ,H1 ,2008 ,B8R442 ,AZUL ,39000.00 
847,0-146-28,1,AUTO ,TOYOTA ,ETIOS ,2018 ,BFA - 073 ,NEGRO ,43550.00 
848,0-146-28,2,CAMIONETA ,DSKF ,GLORY ,2019 ,BJW - 258 ,GUINDA ,63650.00 
849,0-146-29,1,AUTOMOVIL ,KIA ,RIO ,2013 ,F1U 335 ,COLOR ROJO ,26000.00 
850,0-146-29,2,CAMIONETA ,KIA ,SPORTAGE ,2008 ,AMM269 ,PLATA GRISACEO ,16600.00 
851,0-146-29,3,AUTOMOVIL ,HYUNDAI ,ACCENTE GLS ,1998 ,B5H131 ,AZUL ,6640.00 
852,0-146-29,4,AUTOMOVIL ,VOLKSWAGEN ,BEETLE ,1971 ,IO3258 ,ROJO ,996.00 
853,0-146-30,1, , , , , , , 
854,0-146-31,1,CAMIONETA PICK UP ,JAC ,4X4 ,2017 ,ASA758 ,OPERATIVO ,63375.00 
855,0-146-31,2,AUTO ,TOYOTA ,COROLLA ,2011 ,B9V298 ,OPERATIVO ,34000.00 
856,0-146-31,3,AUTO ,TOYOTA ,AVENSIS ,2009 ,CQX615 ,OPERATIVO ,27000.00 
857,0-146-31,4,CAMIÓN ,AWA ,2011 ,2011 ,AXS751 ,OPERATIVO ,33000.00 
858,0-146-31,5,AUTO ,TOYOTA ,CORONA ,2015 ,BHQ074 ,ROJO VINO ,29880.00 
859,0-146-32,1, , , , , , , 
860,0-146-33,1,AUTOMOVIL ,KIA ,CEED SW ,2008 ,8183 GBZ ,"NEGRO, EN ESPAÑA ",11130.00 
861,0-146-33,2,AUTOMOVIL ,CHEVROLET ,AVEO ,2010 ,3741 GVJ ,"ROJO, EN ESPAÑA ",7049.00 
862,0-146-34,1, , , , , , , 
863,0-146-35,1,AUTOMOVIL ,PEUGEOT ,405 ,1994 ,D2X531 ,ROJO ,12000.00 
864,0-146-35,2,AUTOMOVIL ,FIAT ,BERLINA 125 ,1969 ,CG5027 ,DORADO ,0.00 
865,0-146-36,1, , , , , , , 
866,0-147-1,1, , , , , , , 
867,0-147-2,1,MOTO LINEAL ,HONDA ,STROM ,2016 ,3446-6X ,COLOR ROJO ,4200.00 
868,0-147-3,1, , , , , , , 
869,0-148-1,1,CAMIONETA ,JEEP ,CHEROKEE SPORT ,2006 ,F5L649 ,AUTOMATICO ,12000.00 
870,0-148-3,1, , , , , , , 
871,0-148-4,1,CAMIONETA ,TOYOTA ,FORTUNE ,2019 ,H2H 204 ,GRIS OSCURO METALICO ,162000.00 
872,0-148-5,1, , , , , , , 
873,0-149-1,1, , , , , , , 
874,0-149-2,1,MOTO LINEAL ,HONDA ,INVICTA ,2015 ,7298-2U ,COLOR NEGRO MOTOR 150 MODELO INVICTA ,35000.00 
875,0-149-3,1, , , , , , , 
876,0-150-1,1,CAMIONETA RURAL ,ZOTIE ,HUNTER ,2011 ,T10-389 ,COLOR AZUL OSCURO ,30000.00 
877,0-150-2,1, , , , , , , 
878,0-150-3,1, , , , , , , 
879,0-150-4,1, , , , , , , 
880,0-150-5,1, , , , , , , 
881,0-150-6,1, , , , , , , 
882,0-150-7,1, , , , , , , 
883,2-1-1,1, , , , , , , 
884,2-1-2,1, , , , , , , 
885,2-1-3,1, , , , , , , 
886,2-2-1,1,CAMIONETA ,TOYOTA ,HI LUX ,2013 ,ACP788 ,TURBO ,40000.00 
887,2-2-2,1,COMBI ,TOYOTA ,HIACE ,1993 ,W1I-714 ,BLANCO ,12000.00 
888,2-2-2,2,AUTO ,TOYOTA ,CALDINA ,1995 ,W2B-614 ,BLANCO CELESTE ,7000.00 
889,2-2-3,1, , , , , , , 
890,2-3-1,1,CAMIONETA ,FORD ,ECO SPORT ,2010 ,B8G-596 ,NEGRO ,30000.00 
891,2-3-3,1,AUTOMIVIL ,SEDAN ,1974 ,2006 ,AC-7903 ,TOYOTA CORONA ,3000.00 
892,2-3-4,1, , , , , , , 
893,2-3-5,1, , , , , , , 
894,2-4-1,1, , , , , , , 
895,2-4-2,1,MOTO LINEAL ,ZONGSHEN ,XR 150 ,2015 ,2016-9S ,CHACARERA ,3500.00 
896,2-4-2,2,MOTO LINEAL ,ZONGSHEN ,ZX110 ,2014 ,4872-5S ,DAMAS ,2500.00 
897,2-4-3,1, , , , , , , 
898,2-5-1,1,MOTOCICLETA ,YAMAHA ,F216 ,2013 ,2222-5A ,COLOR ROJO ,9000.00 
899,2-5-1,2,MOTOCICLETA ,YAMAHA ,YBR ,2006 ,MY-73707 ,COLOR GUINDA ,7000.00 
900,2-5-1,3,MOTOCICLETA ,MAVILA ,125 ,2009 ,L-10887 ,COLOR NEGRO ,3000.00 
901,2-5-2,1,CARRRO ,HUNDAY ,TUSSON ,2015 ,L1C-009 ,COLOR PLATA ,65000.00 
902,2-5-2,2,MOTOCICLETA ,HONDA ,CB-125 ,1994 ,MY 50141 ,COLOR AZUL ,4500.00 
903,2-5-2,3,MOTOCICLETA ,HONDA ,CBF 150 ,2011 ,L -15826 ,COLOR NEGRO ,6000.00 
904,2-5-3,1, , , , , , , 
905,2-5-4,1,MOTO ,HONDA ,STORM ,2013 ,5381-2L ,COLOR ROJO ,4500.00 
906,2-5-4,2,MOTO ,HONDA ,STORM ,2010 ,L14605 ,COLOR ROJO ,4500.00 
907,2-5-4,3,MOTO ,HONDA ,WAWE ,2014 ,65502L ,COLOR ROJO ,4500.00 
908,2-5-4,4,MOTO ,HONDA ,WAWE ,2016 ,77295L ,COLOR ROJO ,4500.00 
909,2-6-1,1, , , , , , , 
910,2-6-2,1,AUTO ,FORD ECOSPORT ,ECOSPORT ,2015 ,AMZ-026 ,NARANJA ,70948.00 
911,2-6-3,1, , , , , , , 
912,2-6-4,1,TRIMOTO PASAJERO ,GALVEZ ,GM200-PA ,2015 ,5914CM ,ROJO ,3900.00 
913,2-6-4,2,TRIMOTO PASAJERO ,WANXIN ,WX150-A ,2016 ,3330GM ,AZUL ,4300.00 
914,2-6-4,3,TRIMOTO PASAJEROS ,WANXIN ,WX150-A ,2019 ,6919OM ,ROJO ,3900.00 
915,2-6-4,4,TRIMOVIL PASAJERO ,RTM ,TRM125-G ,2007 ,NC29069 ,GUINDA ,3800.00 
916,2-6-4,5,MOTOCICLETA ,YANSUMI ,YS150-A1 ,2015 ,5663IM ,AZUL ,2300.00 
917,2-6-5,1,TRIMOTO PASAJERO ,WAXIN ,WX-150A ,2019 ,8223RM ,NEGRO ,4180.00 
918,2-7-1,1, , , , , , , 
919,2-7-2,1,AUTO ,FORD ECOSPORT ,ECOSPORT ,2015 ,AMZ-026 ,NARANJA ,70948.00 
920,2-7-3,1, , , , , , , 
921,2-7-4,1,TRIMOTO PASAJERO ,GALVEZ ,GM200-PA ,2015 ,5914CM ,ROJO ,3900.00 
922,2-7-4,2,TRIMOTO PASAJERO ,WANXIN ,WX150-A ,2016 ,3330GM ,AZUL ,4300.00 
923,2-7-4,3,TRIMOTO PASAJEROS ,WANXIN ,WX150-A ,2019 ,6919OM ,ROJO ,3900.00 
924,2-7-4,4,TRIMOVIL PASAJERO ,RTM ,TRM125-G ,2007 ,NC29069 ,GUINDA ,3800.00 
925,2-7-4,5,MOTOCICLETA ,YANSUMI ,YS150-A1 ,2015 ,5663IM ,AZUL ,2300.00 
926,2-7-5,1,TRIMOTO PASAJERO ,WAXIN ,WX-150A ,2019 ,8223RM ,NEGRO ,4180.00 
927,2-8-1,1, , , , , , , 
928,2-8-2,1, , , , , , , 
929,2-8-3,1, , , , , , , 
930,2-9-1,1, , , , , , , 
931,2-9-2,1,MOTOCICLETA ,HONDA ,PISTERO ,2018 ,2777-8W ,MOTO LINEAL ,65000.00 
932,2-9-3,1, , , , , , , 
933,2-10-1,1, , , , , , , 
934,2-10-3,1,AUTOMOVIL ,VOLKSWAGEN ,SEDAN ,1980 ,BFC363 ,BLANCO AZUL ,10000.00 
935,2-10-3,2,AUTOMOVIL ,MERCEDES BENZ ,250-C ,1982 ,C7Y435 ,NEGRO ,12000.00 
936,2-10-3,3,CAMIONETA ,NISSAN ,MURANO LE CVT 4X4 ,2011 ,BOI217 ,CHAMPAGNE ,45000.00 
937,2-10-3,4,CAMIONETA ,HONDA ,PILOT EXL ,2011 ,B5R139 ,GRIS ,45000.00 
938,2-10-4,1,CAMIONETA ,HYUNDAY ,CRETA ,2019 ,BKJ041 ,COLOR AZULINO ,66800.00 
939,2-10-5,1,CAMIONETA ,SUBARU ,OUTBACK ,2016 ,AUE496 ,COLOR PLATA ,87367.90 
940,2-10-6,1,CAMIONETA SUV ,HONDA ,PILOT ,2009 ,A1D197 ,ROJO VINO ,46000.00 
941,2-10-6,2,CAMIONETA ,NISSAN ,X-TRAIL ,2008 ,F1U638 ,PLATA TITANEO METALICO ,18000.00 
942,2-10-6,3,CAMIONETA ,SUBARU ,FORESTER ,2008 ,ACK362 ,GRIS PLATA ,18000.00 
943,2-10-7,1,AUTOMOVIL ,MERCEDES BENZ ,190 ,1956 ,LG8015 ,SEDAN ,1000.00 
944,2-10-7,2,AUTOMOVIL ,LAND ROVER ,MILITAR 88 ,1971 ,RG7977 ,CAMIONETA ,1000.00 
945,2-10-9,1, , , , , , , 
946,2-10-10,1, , , , , , , 
947,2-10-11,1, , , , , , , 
948,2-10-12,1, , , , , , , 
949,2-10-13,1,AUTOMOVIL ,TOYOTA ,COROLLA ,2014 ,AAA207 ,SEDAN NEGRO METALICO ,45900.00 
950,2-10-13,2,CAMIONETA ,CHEVROLET ,TAHOE ,2017 ,AXH566 ,SEDAN NEGRO ,153000.00 
