,id_hdv,vehi_rec,veh_type,veh_brand,veh_model,veh_year,veh_reg,veh_char,veh_val
1600,2-126-3,1,AUTO ,HYUNDAI ,TUCSON ,2014 ,SUV ,AZUL ,14000.00 
1601,2-126-5,1,CAMIONETA ,FORD ,FORD ,2017 ,V2M817 ,FORD ,99000.00 
1602,2-126-5,2,CAMIONETA ,FORD ,FORD ,2017 ,V8D495 ,FORD ,140000.00 
1603,2-126-6,1, , , , , , , 
1604,2-127-2,1, , , , , , , 
1605,2-127-3,1, , , , , , , 
1606,2-128-1,1,MOTO ,SUZUKI ,GN 125 ,2009 ,X11301 ,AZUL ,11.50 
1607,2-128-2,1,TRIMOVIL ,BAJAJ ,REAUTORIKSHA ,2011 ,30001X ,AZUL ,12000.00 
1608,2-128-2,2,MOTO ,BAJAJ ,DISCOVER ,2010 ,X36463- ,ROJO ,6000.00 
1609,2-128-2,3,MOTO ,HONDA ,PASSION ,2002 ,MV11245 ,ROJO ,6500.00 
1610,2-128-2,4,MOTO ,HONDA ,PASSION ,2005 ,MV13625 ,PLATA ,6500.00 
1611,2-128-3,1,MOTO ,HONDA ,SPLENDOR ,2002 ,MV-11951 ,ROJO ,7500.00 
1612,2-129-1,1, , , , , , , 
1613,2-129-2,1,CAMIONETA ,TOYOTA ,HILUX 4X4 ,2014 ,M5F938 ,GRIS OSCURO ,45000.00 
1614,2-129-2,2,CAMIONETA ,TOYOTA ,HILUX ,2010 ,M2Y945 ,BLANCO ,32000.00 
1615,2-129-3,1, , , , , , , 
1616,2-129-5,1,AUTO ,TOYOTA ,AGYA ,2016 ,M4Q077 ,AUTO ,20000.00 
1617,2-129-6,1, , , , , , , 
1618,2-130-1,1,CAMIONETA ,MITSUBISHE ,PAJERO ,2000 ,AEA633 ,PLOMO PLATA ,10000.00 
1619,2-130-1,2,CAMIONETA ,CHANGAN ,CHANGAN ,2016 ,M4G 405 ,ROJO ,20000.00 
1620,2-130-3,1, , , , , , , 
1621,2-130-4,1, , , , , , , 
1622,2-130-5,1,MOTO LINEAL ,LUYUAN ,SR ,2018 ,1052-DP ,VERDE NEGRO Y ELÉCTRICA ,4000.00 
1623,2-130-6,1, , , , , , , 
1624,2-131-2,1,MOTO LINEAL ,HONDA ,CBF150MC ,2012 ,MA0917 ,COLOR NEGRO ,6800.00 
1625,2-131-3,1, , , , , , , 
1626,2-131-4,1, , , , , , , 
1627,2-131-5,1, , , , , , , 
1628,2-131-6,1,CAMIONETA RURAL ,KIA ,SOUL ,2009 ,T1H-257 ,SUV NEGRO ,65000.00 
1629,2-132-1,1, , , , , , , 
1630,2-132-2,1, , , , , , , 
1631,2-133-3,1, , , , , , , 
1632,2-133-4,1, , , , , , , 
1633,2-134-1,1,TRIMOVIL ,RTM ,RTM-125G ,2007 ,NY 61382 ,COLOR AZUL OSCURO ,1500.00 
1634,2-135-1,1,MOTO LINEAL ,LIFAN ,LF160 ,2014 ,7612-5U ,COLOR NEGRO ,5800.00 
1635,2-135-2,1,MOTOKAR ,MOTOKAR ,CCG125 ,2016 ,2882-7U ,AZUL PLATA ,6500.00 
1636,2-135-2,2,MOTOKAR ,HONDA ,CB-CCG125 ,1979 ,MM5237 ,ROJO ,4000.00 
1637,2-135-3,1, , , , , , , 
1638,2-136-1,1, , , , , , , 
1639,2-136-2,1, , , , , , , 
1640,2-136-3,1,MOTOTAXI ,WAXIN ,WX150-A ,2011 ,M89-464 ,AZUL ,1000.00 
1641,2-136-4,1, , , , , , , 
1642,2-136-5,1,AUTO ,TOYOTA ,TERCEL ,1995 ,A3Z-118 ,AZUL ,13000.00 
1643,2-136-7,1, , , , , , , 
1644,2-137-1,1,AUTOMOVIL ,YUGO ,DV ,1988 ,LO 4847 ,- ,10000.00 
1645,2-137-3,1,AUTOMOVIL ,TOYOTA ,SEDAN ,1995 ,SII-995 ,B ,14000.00 
1646,2-138-1,1, , , , , , , 
1647,2-138-2,1,CAMIONETA RAV 4 ,TOYOTA ,RAV 4 ,2012 ,Z2L-560 ,NEGRO ,53000.00 
1648,2-138-3,1, , , , , , , 
1649,2-139-1,1,MOTOCICLETA ,CYC MOTOR ,CYC110 ,2003 ,MX34078 ,AZUL ,2000.00 
1650,2-139-1,2,MOTOCICLETA ,YAMAHA ,KRIPTÓN 110CC ,2007 ,09773S ,VERDE OSCURO ,500.00 
1651,2-139-1,3,MOTOCICLETA ,HONDA ,XR 190CC ,2017 ,4501DS ,BLANCO ,6000.00 
1652,2-139-1,4,MOTOCICLETA ,ATLANTIC ,150GY2 ,2005 ,MX20090 ,AZUL ,3000.00 
1653,2-139-1,5,MOTOCICLETA ,HONDA ,XR250CC ,2004 ,0146ES/ ,AZUL ,4000.00 
1654,2-139-1,6,MOTOCICLETA ,HONDA ,NF100 WAVE ,2010 ,MX46545 ,ROJO ,2500.00 
1655,2-139-1,7,MOTOCICLETA ,MINI CROSS ,DTF90 ,2005 ,NG90892 ,ANARANJADO ,500.00 
1656,2-139-1,8,MOTOCICLETA ,YAMAHA ,CRV LX ,2004 ,MX54339 ,NEGRA ,3000.00 
1657,2-139-2,1,MOTOCICLETA ,YAMAHA ,T105E CRYPTON ,2008 ,98042A ,"VERDE OSCURO , ASIENTO 1,1; MEDIDAD 1.87/0.65/1.04 ",1500.00 
1658,2-139-4,1,CAMIONETA ,FORD ,BRONCO 4X4 ,1994 ,ANG-372 ,NEGRO ,25000.00 
1659,2-140-1,1, , , , , , , 
1660,2-140-2,1,MOTO LINEAL ,HONDA ,CGL125 ,2004 ,MG52976 ,ROJO ,5200.00 
1661,2-140-2,2,MOTO LINEAL ,HONDA ,CGL 125 ,2009 ,Y10756 ,NEGRO ,4200.00 
1662,2-140-2,3,AUTO ,NISSAN ,STATIONWAGON ,2004 ,Y1B-000 ,GRIS PERLADO ,20000.00 
1663,2-140-2,4,MOTO LINEAL ,HONDA ,STORM ,2011 ,Y25492 ,ROJO ,3750.00 
1664,2-140-3,1,CAMIONETA ,MAVE ,M12018 ,2018 ,Y2B012 ,ROJO ,50000.00 
1665,2-140-3,2,CAMIONETA ,CHEROKE ,JEEP ,1987 ,RQ9991 ,COLOR VERDE ,15000.00 
1666,2-140-3,3,AUTO ,FOD ,MUSTANG ,1995 ,Y0-9709 ,MOTOR MF6185 BLANCO ,15000.00 
1667,2-140-3,4,MOTO LINEAL ,RTM ,R-10 ,2005 ,S/P ,COLOR GRIS ,1000.00 
1668,2-140-4,1,AUTO ,MITSUBISHI ,STATION WAGON ,1995 ,SF-2916 ,COLOR CONCHE DE VINO ,13000.00 
1669,2-141-1,1,MOTOCICLETA ,CROSS ,AMISOT AIR ,2015 ,6477-JM ,COLOR AZUL ,3000.00 
1670,2-141-3,1, , , , , , , 
1671,2-141-4,1,AUTOMOVIL ,NISSAN ,NISSAN SENTRA ,2010 ,B3Z-389 ,AUTOMOVIL ,34000.00 
1672,2-142-1,1, , , , , , , 
1673,2-142-2,1,MOTO LINEAL ,ITALIKA ,VCO125 ,2017 ,39451I ,NEGROVERDE ,2399.00 
1674,2-142-3,1, , , , , , , 
1675,2-143-1,1, , , , , , , 
1676,2-143-3,1, , , , , , , 
1677,2-145-1,1,MOTOCICLETA ,YUMBO ,SHARK ,2010 ,AG-3386 ,ROJO ,500.00 
1678,2-145-2,1, , , , , , , 
1679,2-145-3,1, , , , , , , 
1680,2-145-4,1, , , , , , , 
1681,2-145-5,1,STATION WAGON ,NISSAN ,ADX ,1991 ,CON-696 ,. ,22160.00 
1682,2-145-6,1, , , , , , , 
1683,2-146-1,1,CAMIONETA RURAL ,JEEP ,LIBERTY ,2007 ,LGB-211 ,CAMIONETA ,30000.00 
1684,2-146-2,1,CAMIONETA ,TOYOTA ,RAV4 ,2013 ,X10-380 ,CAMIONETA NEGRA ,18000.00 
1685,2-146-2,2,CAMIONETA ,TOYOTA ,RAV4 ,2017 ,F7P-338 ,NEGRA ,43940.00 
1686,2-146-3,1, , , , , , , 
1687,2-146-4,1, , , , , , , 
1688,2-146-5,1, , , , , , , 
1689,2-147-1,1,CAMIONETA ,NISSAN ,FRONTIER ,2012 ,P1W788 ,VERDE PERLADO METALICO ,40000.00 
1690,2-147-1,2,MOTOCICLETA ,HONDA ,CGL125 ,2005 ,NW2061 ,AZUL ,1000.00 
1691,2-147-2,1,AUTO ,TOYOTA ,CARINA ,1988 ,M1P162 ,BLANCO ,5000.00 
1692,2-147-2,2,MOTOCICLETA ,WANXIN ,WX 150 TH ,2018 ,5231MM ,NEGRO ROJO ,3000.00 
1693,2-147-3,1,AUTO ,TOYOTA ,YARIS 1.3 G ,2004 ,M1B098 ,PLATA METÁLICO ,27000.00 
1694,2-148-2,1,AUTO ,DAIHATSU ,YRU ,2002 ,Z1L-305 ,COLOR GRIS ,19800.00 
1695,2-148-5,1, , , , , , , 
1696,2-149-2,1,AUTOMOVIL ,DATSUN ,SILVIA KHLS110FEC ,1984 ,BH4801 ,AMARILLO ,4000.00 
1697,2-149-3,1, , , , , , , 
1698,2-149-4,1, , , , , , , 
1699,2-149-5,1,AUTO ,SUBARU ,IMPREZA ,1999 ,A5H471 ,COLOR AZUL ,18000.00 
1700,2-149-6,1,MOTOCICLETA ,YAMAHA ,STRATOLINER ,2008 ,VI7542 ,COLOR GUINDA Y PLATA ,60000.00 
1701,2-149-6,2,MOTOCICLETA ,KAWASAKI ,ZZR400 ,1994 ,05121V ,COLOR AMARILLO Y NEGRO ,13000.00 
1702,2-150-1,1,CAMIONETA ,KIA ,SPORTAGE ,2015 ,AJW338 ,AJW ,45000.00 
1703,2-150-2,1, , , , , , , 
1704,2-150-3,1, , , , , , , 
1705,2-150-4,1, , , , , , , 
1706,2-150-5,1, , , , , , , 
1707,3-1-1,1, , , , , , , 
1708,3-1-2,1,AUTOMOVIL ,HYUNDAI ,ACCENT ,2012 ,Z3B - 299 ,COLOR ROJO ,30000.00 
1709,3-1-3,1,CAMIONETA ,VOLVO ,XC60 ,2018 ,BFR-582 ,AUTOMATICO ,150750.00 
1710,3-1-3,2,CAMIONETA ,TOYOTA ,HILUX ,2015 ,AFG 917 ,4X4 ,66400.00 
1711,3-1-3,3,COMBI ,TOYOTA ,HIACE ,2013 ,Z9V 969 ,15 PASAJEROS ,59760.00 
1712,3-1-3,4,CAMION ,HINO ,300 ,2018 ,Z6X 779 ,CAMION FURGON ,83750.00 
1713,3-1-5,1, , , , , , , 
1714,3-2-1,1, , , , , , , 
1715,3-2-2,1, , , , , , , 
1716,3-2-3,1, , , , , , , 
1717,3-2-4,1, , , , , , , 
1718,3-2-5,1, , , , , , , 
1719,3-3-4,1, , , , , , , 
1720,3-4-1,1,AUTO ,NISSAN ,BLUEBIRD ,2000 ,X1R417 ,AUTO ,24600.00 
1721,3-4-3,1,AUTOMOVIL ,HYUNDAI ,ACCENTE HATCH BACK ,2012 ,X2F245 ,SEDAN ,23000.00 
1722,3-4-5,1, , , , , , , 
1723,3-5-1,1,MOTO LINEAL ,YAMAHA ,T105E CRYPTON ,2009 ,MY92824 ,VERDE OSCURO ,5000.00 
1724,3-5-1,2,CAMIONETA ,HONDA ,PILOT ,2016 ,ARY012 ,GRIS STEEL ,187040.00 
1725,3-5-1,3,CAMIONETA ,JEEP ,GRAND CHEROKEE LIMITED ,2018 ,AXW351 ,ROJO ,197060.00 
1726,3-5-2,1,MOTOCICLETA ,FREUHAUF ,NF100 WAVE ,2011 ,42102L ,COLOR NEGRO PLATEADO ,3400.00 
1727,3-5-2,2,MOTOCICLETA ,FREUHAUF ,NF100 WAVE ,2013 ,L22775 ,COLOR NEGRO PLATEADO ,3800.00 
1728,3-5-3,1,AUTO ,VOLSWAGEN ,GOL ESTILO ,2010 ,BIE 011 ,COLOR PLATA LIGHT ,35000.00 
1729,3-5-3,2,MOTO ,YAMAHA ,XTZ 125 ,2016 ,75672L ,COLOR AZUL ,10000.00 
1730,3-5-3,3,CAMIONETA ,PIACENZA ,JEEP ,1990 ,RY1242 ,COLOR ROJO ,15000.00 
1731,3-5-3,4,AUTO ,BMW ,525I ,2011 ,C4K275 ,COLOR BLANCO ALPINO ,60000.00 
1732,3-5-3,5,MOTO ,HONDA ,ELITE 125 ,2010 ,MY98907 ,COLOR NEGRO ,8000.00 
1733,3-5-3,6,MOTOKAR ,HONDA ,V3R-S1 ,1999 ,MY19729 ,COLOR AMARILLO ,3000.00 
1734,3-5-3,7,MOTO ,HONDA ,MF100 WAVE ,2015 ,L44414 ,COLOR NEGRO ,5000.00 
1735,3-5-3,8,MOTO ,SUZUKI ,SJ110D ,2002 ,MY78739 ,COLOR ROJO ,3000.00 
1736,3-5-4,1,MOTO ,HONDA ,XR 125L ,2013 ,66551L ,BLANCO ,6800.00 
1737,3-6-2,1, , , , , , , 
1738,3-6-3,1, , , , , , , 
1739,3-6-4,1,AUTO ,NISAN ,VERSA ,2016 ,C5D456 ,COLOR GRIS ,48000.00 
1740,3-6-5,1, , , , , , , 
1741,3-7-1,1, , , , , , , 
1742,3-7-2,1, , , , , , , 
1743,3-7-3,1, , , , , , , 
1744,3-8-3,1, , , , , , , 
1745,3-9-1,1, , , , , , , 
1746,3-9-2,1, , , , , , , 
1747,3-9-3,1,VEHICULO ,0 ,0 ,2014 ,S12760 ,0 ,71000.00 
1748,3-9-4,1, , , , , , , 
1749,3-9-5,1, , , , , , , 
1750,3-9-6,1, , , , , , , 
1751,3-10-1,1,AUTO ,TOYOTA ,TERCEL ,1992 ,BO2182 ,VERDE CLARO METALICO ,7000.00 
1752,3-10-2,1,AUTO ,CHEVROLET ,CRUZE ,2013 ,F3Q438 ,COLOR MARRON ESPRESSO ,18000.00 
1753,3-10-3,1, , , , , , , 
1754,3-10-4,1,AUTO ,NISSAN ,VERSA ,2012 ,D4H381 ,COLOR NEGRO ,8000.00 
1755,3-10-4,2,CAMIÓN ,ISUZU ,S/MODELO ,1967 ,YD826 ,COLOR TURQUEZA POLICROMADO ,5000.00 
1756,3-10-4,3,CAMIÓN ,DONGFENG ,DFA1065TZ5BD3 ,2012 ,D6N718 ,COLOR BLANCO ,9000.00 
1757,3-11-1,1, , , , , , , 
1758,3-11-2,1, , , , , , , 
1759,3-11-3,1, , , , , , , 
1760,3-11-4,1,M2-C3 ,ASIA ,TOPIC ,1992 ,B2U-706 ,AMARILLO ,3000.00 
1761,3-11-5,1, , , , , , , 
1762,3-11-6,1,AUTOMOVIL ,CHEVROLET ,SONIC ,2016 ,ATX 215 ,ROJO ,52800.00 
1763,3-11-7,1, , , , , , , 
1764,3-11-8,1,MOTOCICLETA ,YAMAHA ,FINO FASHION ,2012 ,1125-1Y ,VIOLETA ,4600.00 
1765,3-11-9,1, , , , , , , 
1766,3-11-11,1,CAMIONETA ,JEEP ,PATRIOT ,2014 ,AFC-161 ,COLOR PLATEADO ,48000.00 
1767,3-11-11,2,CAMION ,DFSK ,KOI (1.3) ,2015 ,ALB - 770 ,COLOR BLANCO ,27000.00 
1768,3-11-12,1, , , , , , , 
1769,3-11-13,1, , , , , , , 
1770,3-11-14,1, , , , , , , 
1771,3-11-15,1,MOTO ,BAJAJ ,TORITO ,2011 ,C6-7068 ,COLOR ROJO ,5000.00 
1772,3-11-16,1, , , , , , , 
1773,3-11-17,1,AUTOMOVIL ,HONDA ,CIVIC ,2004 ,AYP-409 ,AZUL ,5000.00 
1774,3-11-17,2,CAMIONETA ,FORD ,RANGER ,2003 ,C1D-852 ,BEIGE ,20000.00 
1775,3-11-18,1, , , , , , , 
1776,3-11-19,1, , , , , , , 
1777,3-11-20,1, , , , , , , 
1778,3-11-21,1, , , , , , , 
1779,3-11-22,1, , , , , , , 
1780,3-11-23,1, , , , , , , 
1781,3-11-24,1, , , , , , , 
1782,3-11-26,1, , , , , , , 
1783,3-11-27,1,CAMIONETA ,RENAULTS ,SCENIC ,2004 ,D3Q587 ,GRIS ,24000.00 
1784,3-11-27,2,AUTOMOVIL ,RENAULT ,FUEGO GT X ,1982 ,CQ4408 ,ROJO ,16000.00 
1785,3-11-28,1, , , , , , , 
1786,3-11-29,1, , , , , , , 
1787,3-11-30,1, , , , , , , 
1788,3-11-31,1,MOTOCICLETA ,BAJAJ ,- ,2019 ,8407-RA ,- ,14000.00 
1789,3-11-32,1,1 ,TOYOTA ,RAV4 ,2008 ,RQC347 ,CAMIONETA ,15000.00 
1790,3-11-33,1, , , , , , , 
1791,3-11-34,1,AUTOMÓVIL ,SUZUKI ,JIMNY ,2018 ,BOU223 ,MECÁNICO COLOR VERDE ,55078.00 
1792,3-11-35,1, , , , , , , 
1793,3-11-36,1,AUTO ,TOYOTA ,EAV4 ,2013 ,D6H-069 ,CAMIONETA ,50700.00 
1794,3-12-1,1, , , , , , , 
1795,3-12-2,1, , , , , , , 
1796,3-12-3,1, , , , , , , 
1797,3-13-2,1, , , , , , , 
1798,3-13-3,1, , , , , , , 
1799,3-13-4,1,AUTOMÓVIL ,HYUNDAI ,I20 ,2018 ,M40-465 ,AZUL ,42000.00 
1800,3-13-5,1, , , , , , , 
1801,3-14-1,1,AUTO ,TOYOTA ,YARIS ,2016 ,ALQ-415 ,NEGRO ,4800000.00 
1802,3-14-1,2,CAMIONETA ,HYUNDAI ,SANTA FE ,2011 ,H1D-590 ,DORADO ,6000000.00 
1803,3-14-1,3,CAMIONETA ,DAEWOO ,MUSO ,1999 ,A25-134 ,AZUL ,3000000.00 
1804,3-14-2,1, , , , , , , 
1805,3-14-3,1,AUTO ,JAC ,S3 ,2019 ,BJY-649 ,GRIS ,45000.00 
1806,3-15-1,1,CAMIONETA 4 X 4 ,TOYOTA ,4RUNNERSR5 ,2000 ,X1Q - 422 ,COLOR ROJO VINO ,24000.00 
1807,3-15-2,1,AUTOMOVIL ,NISSAN ,TTIIDA ,2015 ,X3G - 419 ,COLOR PLOMO ,47192.00 
1808,3-15-2,2,MINIBANS ,CHEVROLET ,M 300 ,2019 ,PJA 124 ,COLOR BLANCO ,40200.00 
1809,3-15-3,1,AUTO ,HYUNDAY ,I10 ,2013 ,X2L - 482 ,COLOR GRIS OSCURO ,20000.00 
1810,3-15-4,1, , , , , , , 
1811,3-15-5,1,AUTO ,SUZUKI ,SCROSS ,2014 ,X3F - 694 ,COLOR NEGRO ,38500.00 
1812,3-16-3,1, , , , , , , 
1813,3-16-4,1,AUTOMOVIL ,TOYOTA ,COROLLA ,1995 ,CGK-245 ,COLOR ROJO ,12000.00 
1814,3-16-5,1, , , , , , , 
1815,3-16-6,1, , , , , , , 
1816,3-17-2,1, , , , , , , 
1817,3-17-3,1, , , , , , , 
1818,3-18-1,1,SUV ,JEEP ,GRAND CHEROKEE ,2018 ,T4S506 ,COLOR BLANCO ,120000.00 
1819,3-18-1,2,PICK UP ,TOYOTA ,PICK UP ,2019 ,T9X855 ,COLOR NEGRO ,110000.00 
1820,3-18-2,1, , , , , , , 
1821,3-18-3,1,AUTO ,SUSUKI ,SWIT ,2013 ,T2N301 ,BLANCO ,23100.00 
1822,3-18-4,1, , , , , , , 
1823,3-18-5,1, , , , , , , 
1824,3-18-6,1, , , , , , , 
1825,3-18-7,1,AUTO ,SUZUKI ,GRAN NOMADE ,2009 ,T1A589 ,PLOMO OSCURO ,49500.00 
1826,3-19-1,1,CAMIONETA ,MAZDA ,L 200 ,2010 ,B2T901 ,PLOMO ,20000.00 
1827,3-19-2,1,AUTO ,KIA ,RIO ,2013 ,F6D245 ,AUTO ,27000.00 
1828,3-19-3,1,AUTO ,NISSAN ,BAJAJ ,2006 ,T6C497 ,2006 ,12000.00 
1829,3-19-3,2,CAMIONETA ,SUZUKI ,GAND NOMADE ,2009 ,BAI085 ,CAMIONETA ,32000.00 
1830,3-19-3,3,CAMIONETA ,HONDA ,PILOT ,2018 ,BBD085 ,CAMIONETA ,150000.00 
1831,3-19-4,1, , , , , , , 
1832,3-20-1,1,CAMIONETA RURAL ,VOLKSWAGEN ,CROSSFOX HIGHLINE 1.6 ,2012 ,W2C 376 ,NEGRO NINJA ,40000.00 
1833,3-20-2,1,AUTOMOVIL ,NISSAN SENTRA 2005 ,SENTRA 2005 ,2005 ,F8W-078 ,AZUL ,16700.00 
1834,3-20-2,2,CAMIONETA ,NISSAN ,OASHGAI ,2016 ,W3L-240 ,GRIS METALICO ,53440.00 
1835,3-20-3,1, , , , , , , 
1836,3-20-4,1,MOTO ,CROSSNT ,150 NITRO ,2010 ,6109-4W ,MOTO ,3800.00 
1837,3-20-5,1, , , , , , , 
1838,3-21-1,1,CAMIONETA ,TOYOTA ,HILUX SURF ,1999 ,S1F-917 ,COLOR BLANCO PLATA ,50100.00 
1839,3-21-2,1, , , , , , , 
1840,3-21-3,1, , , , , , , 
1841,3-22-1,1, , , , , , , 
1842,3-22-2,1, , , , , , , 
1843,3-22-3,1,CAMIONETA ,CHEVROLET ,TRACKER ,2014 ,Z4H 278 ,MOTOR F18D4140790523 ,40680.00 
1844,3-23-1,1,CAMIONETA ,NISSAN ,2NA-RICH ,2011 ,W3U-893 ,COLOR PLOMO ,60300.00 
1845,3-23-3,1, , , , , , , 
1846,3-24-1,1, , , , , , , 
1847,3-24-3,1,AUTO ,NISSAN ,SENTRA ,2011 ,C6K-638 ,B4 PUERTAS ,16600.00 
1848,3-24-5,1, , , , , , , 
1849,3-25-1,1,CAMIONETA ,TOYOTA ,LAND CRUSIER PRADO ,2014 ,AFG623 ,COLOR NEGRA ,101100.00 
1850,3-25-2,1,CAMIONETA ,TOYOTA ,HILUX ,1992 ,PD6856 ,MECANICO ,33000.00 
1851,3-25-2,2,CAMIONETA ,TOYOTA ,PRADO ,2006 ,RB4773 ,MECANICO ,59400.00 
1852,3-25-3,1, , , , , , , 
1853,3-25-4,1, , , , , , , 
1854,3-25-5,1, , , , , , , 
1855,3-25-6,1, , , , , , , 
1856,3-25-7,1,AUTOMOVIL ,GEELY MK2 2010 ,MK2 ,2010 ,P1J391 ,MATCHBACK COLOR PLATA ,15000.00 
1857,3-26-1,1, , , , , , , 
1858,3-26-2,1,TICO ,DAEWO ,TICO ,1997 ,D54-077 ,COLOR AMARILLO ,8000.00 
1859,3-26-3,1, , , , , , , 
1860,3-26-4,1, , , , , , , 
1861,3-27-1,1,MOTOCICLETA ,SUMO ,SUMO ,2014 ,S/P ,USO PRIVADO ,4500.00 
1862,3-27-2,1, , , , , , , 
1863,3-27-3,1, , , , , , , 
1864,3-28-1,1, , , , , , , 
1865,3-28-2,1,CAMIONETA ,TOYOTA ,RAV4 ,2010 ,A7L-357 ,COLOR VERDE OSCURO ,34000.00 
1866,3-28-3,1, , , , , , , 
1867,3-28-4,1, , , , , , , 
1868,3-29-1,1, , , , , , , 
1869,3-29-2,1,MOTO LINEAL ,HONDA ,NF100WAVE ,2005 ,X13869 ,NEGRO PERLADO ,500.00 
1870,3-29-3,1,MOTOCICLETA ,HONDA ,XR 125L ,2012 ,X50854 ,COLOR ROJO ,6300.00 
1871,3-29-3,2,MOTOCICLETA ,CYCLER ,CM100A-II ,2007 ,MV21361 ,COLOR NEGRO - GASOLINERO ,2300.00 
1872,3-29-3,3,AUTO ,KIA ,RIO ,2014 ,X2T563 ,COLOR ROJO - GASOLINERO ,12990.00 
1873,3-29-3,4,MOTOCICLETA ,BAJAJ ,BOXER ,2001 ,MV10913 ,COLOR ROJO - GASOLINERO ,4500.00 
1874,3-30-1,1,AUTOMOVIL ,MERCEDES BENZ ,SEDAN AVANGARD ,2013 ,F5R-373 ,P. 52811853 ,60000.00 
1875,3-30-2,1,CAMIONETA ,MERCEDES BENZ ,BLUE EFFICINECY ,2012 ,COT-292 ,BLANCA ,110000.00 
1876,3-30-2,2,AUTO ,FORD ,O ,1979 ,W3N-852 ,ROJO ,15000.00 
1877,3-30-3,1, , , , , , , 
1878,3-30-5,1, , , , , , , 
1879,3-30-6,1,CAMIONETA ,TOYOTA ,COROLLA ,1996 ,SQA-607 ,MECANICO ,18000.00 
1880,3-30-7,1,CAMIONETA ,TOYOTA ,RAV 4 ,2017 ,BBB466 ,53747184 ,56100.00 
1881,3-30-7,2,CAMIONETA ,NISSAM ,X TRAIL ,2014 ,AMA479 ,53259923 ,33000.00 
1882,3-30-7,3,AUTO ,AMAZON ,AMAZON ,1985 ,NC1579 ,06067339 ,3000.00 
1883,3-30-8,1,AUTO ,NISSAN ,NISSAN ,2018 ,BHT 104 ,P53986876 ,60000.00 
1884,3-30-9,1,CAMIONETA SUV ,DAIHATSU ,TERIOS ,2008 ,LGO421 ,ROJO Y VINO ,46000.00 
1885,3-30-9,2,AUTO ,VOLSKWAGEN ,ESCARABAJO ,1976 ,AC1120 ,MANDARINA ,300.00 
1886,3-30-10,1,COMBI ,HYUNDAI ,COMBI ,1981 ,RD-1993 ,P.R.60043730 ,7000.00 
1887,3-30-11,1,CAMIONETA ,RENAULT ,DUSTER ,2013 ,V40-126 ,P60625476 ,30000.00 
1888,3-30-12,1,AUTOMOVIL ,NISSAN ,BLUE BIRD ,1995 ,AEH 482 ,ARX - L ,10000.00 
1889,3-30-13,1,AUTO ,TOYOTA ,COROLLA ,1985 ,J09479 ,COROLLA ,3500.00 
1890,3-30-13,2,CAMIONETA ,NISSAN ,FIERA ,2014 ,AZQ737 ,FIERRA ,10000.00 
1891,3-30-13,3,AUTO ,BMW ,325CI ,2016 ,A9D162 ,325CI ,15000.00 
1892,3-30-13,4,CAMIONETA ,CHEVROLET ,NP300 ,2009 ,D1R845 ,NP300 ,8000.00 
1893,3-30-13,5,CAMIONETA ,TOYOTA ,LOND CRUSIER ,2018 ,D8W351 ,LOND CRUSIER ,38000.00 
1894,3-30-14,1, , , , , , , 
1895,3-30-15,1, , , , , , , 
1896,3-30-16,1, , , , , , , 
1897,3-30-18,1, , , , , , , 
1898,3-30-19,1,AUTO ,MAZDA ,MAZDA 6 ,2010 ,C1F251 ,MAZDA 6 ,25000.00 
1899,3-30-19,2,MOTO ,HONDA ,HONDA ,1999 ,1717SA ,MOTO ,1500.00 
1900,3-30-20,1, , , , , , , 
1901,3-30-21,1,AUTO ,MERCDES BENZ ,B180 ,2014 ,D1Z200 ,P52494581 ,115500.00 
1902,3-30-21,2,AUTO ,AUDI ,A3 SPORT BACK ,2015 ,AHW 398 ,P53150748 ,66000.00 
1903,3-30-22,1, , , , , , , 
1904,3-30-23,1, , , , , , , 
1905,3-30-24,1,MOTO ,WANXIN ,WANXIN VENECIA ,2018 ,8408PA ,CELESTE - ELECTRICA ,3000.00 
1906,3-30-25,1,AUTO ,KIA ,RIO ,2015 ,ALM693 ,53243146 ,32000.00 
1907,3-30-25,2,CAMIONETA ,HYUNDAI ,SANTA FE ,2010 ,M1L136 ,60620972 ,49500.00 
1908,3-30-26,1, , , , , , , 
1909,3-30-27,1, , , , , , , 
1910,3-30-28,1, , , , , , , 
1911,3-30-29,1,CAMIONETA ,TOYOTA ,RAV 4 ,2015 ,AFI 054 ,NEGRO ,90000.00 
1912,3-30-30,1, , , , , , , 
1913,3-30-31,1,AUTO ,HYUNDAI ,ELANTRA ,2017 ,AWX 195 ,BLANCO ,54000.00 
1914,3-30-33,1, , , , , , , 
1915,3-30-34,1, , , , , , , 
1916,3-30-35,1, , , , , , , 
1917,3-30-36,1, , , , , , , 
1918,3-31-1,1,AUTO ,TOYOTA ,FIRTUNER ,2017 ,U1F408 ,BLANCO PLATA ,166900.00 
1919,3-31-1,2,AUTO ,KIA ,SPORTAGE ,2013 ,U1B517 ,NEGRO ,99715.00 
1920,3-31-1,3,AUTO ,TOYOTA ,YARIS ,2017 ,U1F176 ,GRIS ,60593.85 
1921,3-31-2,1,VEHICULO ,LIFAN ,URBANA ,2012 ,NY63231 ,NEGRO ,3000.00 
1922,3-31-2,2,VEHIUCULO ,LIFAN ,URBANA ,2010 ,24259U ,NEGRO ,3000.00 
